question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
12224778,How to filter by sub-level index in Pandas,filter dataframe `df` by sub-level index '0630' in pandas,df[df.index.map(lambda x: x[1].endswith('0630'))],1632,33,3,14,0
12323403,How do I find an element that contains specific text in Selenium Webdriver (Python)?,How do I find an element that contains specific text in Selenium Webdriver (Python)?,"driver.find_elements_by_xpath(""//*[contains(text(), 'My Button')]"")",1638,33,4,14,1
12330522,Reading a file without newlines,read a file `file` without newlines,[line.rstrip('\n') for line in file],1641,33,9,14,1
13081090,Convert binary to list of digits Python,create a list containing the digits values from binary string `x` as elements,[int(d) for d in str(bin(x))[2:]],1699,34,5,14,0
13384841,swap values in a tuple/list inside a list in python?,Swap values in a tuple/list in list `mylist`,"[(t[1], t[0]) for t in mylist]",1737,35,7,14,1
14411633,Python - Fastest way to check if a string contains specific characters in any of the items in a list,do a boolean check if a string `lestring` contains any of the items in list `lelist`,any(e in lestring for e in lelist),1831,38,7,14,1
14695134,How to insert strings with quotes and newlines into sqlite db with Python?,insert data from a string `testfield` to sqlite db `c`,"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",1850,38,4,14,1
15103484,"How to use regular expression to separate numbers and characters in strings like ""30M1000N20M""",separate numbers and characters in string '20M10000N80M',"re.findall('([0-9]+)([A-Z])', '20M10000N80M')",1895,39,5,14,0
17071871,Select rows from a DataFrame based on values in a column in pandas,select all rows whose values in a column `column_name` equals a scalar `some_value` in pandas data frame object `df`,df.loc[df['column_name'] == some_value],2023,43,3,14,0
18224991,how to set global const variables in python,assign float 9.8 to variable `GRAVITY`,GRAVITY = 9.8,2114,45,5,14,0
18312447,How can I split a string into tokens?,split string 'x+13.5*10x-4e1' into tokens,"print([i for i in re.split('([\\d.]+|\\W+)', 'x+13.5*10x-4e1') if i])",2120,45,5,14,0
18453566,Python dictionary: Get list of values for list of keys,get list of values from dictionary 'mydict' w.r.t. list of keys 'mykeys',[mydict[x] for x in mykeys],2130,45,1,14,0
22918212,Fastest Way to Drop Duplicated Index in a Pandas DataFrame,drop duplicate indexes in a pandas data frame `df`,df[~df.index.duplicated()],2369,52,3,14,0
23914774,Python 2.7: making a dictionary object from a specially-formatted list object,"Make a dictionary from list `f` which is in the format of four sets of  ""val, key, val""","{f[i + 1]: [f[i], f[i + 2]] for i in range(0, len(f), 3)}",2395,52,1,14,0
24041436,set multi index of an existing data frame in pandas,Set multi index on columns 'Company' and 'date' of data frame `df` in pandas.,"df.set_index(['Company', 'date'], inplace=True)",2398,52,3,14,0
26266362,How to count the Nan values in the column in Panda Data frame,Get the number of NaN values in each column of dataframe `df`,df.isnull().sum(),2440,53,3,14,0
28901311,Numpy: find index of elements in one array that occur in another array,get index of elements in array `A` that occur in another array `B`,"np.where(np.in1d(A, B))[0]",2503,55,6,14,0
29696641,Find a specific pattern (regular expression) in a list of strings (Python),Get all matches with regex pattern `\\d+[xX]` in list of string `teststr`,"[i for i in teststr if re.search('\\d+[xX]', i)]",2526,56,0,14,0
31818050,round number to nearest integer,round number 6.005 up to 2 decimal places,"round(6.005, 2)",2604,58,5,14,0
38331568,Return the column name(s) for a specific value in a pandas dataframe,return the column for value 38.15 in dataframe `df`,"df.ix[:, (df.loc[0] == 38.15)].columns",2740,61,3,14,0
