question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
4800419,Sorting or Finding Max Value by the second element in a nested list. Python,Find the list in a list of lists `alkaline_earth_values` with the max value of the second element.,"max(alkaline_earth_values, key=lambda x: x[1])",990,16,7,21,1
6416131,add new item to dictionary,"add key ""item3"" and value ""3"" to dictionary `default_data `",default_data['item3'] = 3,1146,20,1,21,0
7026131,Padding a list in python with particular value,fill list `myList` with 4 0's,self.myList.extend([0] * (4 - len(self.myList))),1193,21,7,21,1
8704952,How to convert a tuple to a string in Python?,convert a set of tuples `queryresult` to a list of strings,[item[0] for item in queryresult],1352,25,7,21,1
9590965,Convert an IP string to a number and vice versa,convert a number 2130706433 to ip string,"socket.inet_ntoa(struct.pack('!L', 2130706433))",1431,27,5,21,0
10194713,Sorting a defaultdict by value in python,reverse sort items in default dictionary `cityPopulation` by the third item in each key's list of values,"sorted(iter(cityPopulation.items()), key=lambda k_v: k_v[1][2], reverse=True)",1470,28,1,21,0
10201977,How to reverse tuples in Python?,Reverse list `x`,x[::-1],1474,29,7,21,1
11219949,Python : how to append new elements in a list of list?,Initialize a list of empty lists `a` of size 3,a = [[] for i in range(3)],1553,31,7,21,1
11351874,Converting a dict into a list,convert dictionary `dict` into a flat list,print([y for x in list(dict.items()) for y in x]),1567,31,1,21,0
12843099,Python: Logging TypeError: not all arguments converted during string formatting,Log message of level 'info' with value of `date` in the message,logging.info('date={}'.format(date)),1680,34,2,21,0
13070461,Get index of the top n values of a list in python,get the indexes of the largest `2` values from a list of integers `a`,"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]",1694,34,7,21,1
14442636,How can I check if a checkbox is checked in Selenium Python Webdriver?,determine if checkbox with id '<check_box_id>' is checked in selenium python webdriver,driver.find_element_by_id('<check_box_id>').is_selected(),1834,38,4,21,1
14745022,"Pandas DataFrame, how do i split a column into two","pandas dataframe, how do i split a column 'AB' into two 'A' and 'B' on delimiter ' '","df['A'], df['B'] = df['AB'].str.split(' ', 1).str",1857,38,3,21,0
16125229,Last Key in Python Dictionary,get the last key of dictionary `dict`,list(dict.keys())[-1],1967,41,1,21,0
16128833,Using inheritance in python,inherit from class `Executive`,"super(Executive, self).__init__(*args)",1970,41,4,21,1
16735786,How to generate unique equal hash for equal dictionaries?,generate unique equal hash for equal dictionaries `a` and `b`,hash(pformat(a)) == hash(pformat(b)),1999,42,1,21,0
17331290,How to check for palindrome using Python logic,check if string `str` is palindrome,str(n) == str(n)[::-1],2052,43,0,21,0
18816297,How can I get the index value of a list comprehension?,Get the index value in list `p_list` using enumerate in list comprehension,"{p.id: {'id': p.id, 'position': ind} for ind, p in enumerate(p_list)}",2164,46,7,21,1
19011613,Using BeautifulSoup to select div blocks within HTML,using beautifulsoup to select div blocks within html `soup`,"soup.find_all('div', class_='crBlock ')",2175,47,4,21,1
26033239,List of objects to JSON with Python,convert a list of objects `list_name` to json string `json_string`,json_string = json.dumps([ob.__dict__ for ob in list_name]),2434,53,7,21,1
29945684,Django - How to simply get domain name?,get domain/host name from request object in Django,request.META['HTTP_HOST'],2537,56,4,21,1
32296933,removing duplicates of a list of sets,remove all duplicates from a list of sets `L`,list(set(frozenset(item) for item in L)),2619,58,7,21,1
39268928,Python: how to get rid of spaces in str(dict)?,"remove all spaces from a string converted from dictionary `{'a': 1, 'b': 'as df'}`","str({'a': 1, 'b': 'as df'}).replace(': ', ':').replace(', ', ',')",2756,61,1,21,0
39870642,Matplotlib - How to plot a high resolution graph?,Save plot `plt` as png file 'filename.png',plt.savefig('filename.png'),2777,62,9,21,1
40079728,Get models ordered by an attribute that belongs to its OneToOne model,Django get first 10 records of model `User` ordered by criteria 'age' of model 'pet',User.objects.order_by('-pet__age')[:10],2784,62,4,21,1
