question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
9647586,Getting a request parameter in Jinja2,get a request parameter `a` in jinja2,{{request.args.get('a')}},1438,28,4,27,1
10078470,Sort numpy matrix row values in ascending order,sort rows of numpy matrix `arr` in ascending order according to all column values,"numpy.sort(arr, axis=0)",1466,28,6,27,0
12717716,Python: updating a large dictionary using another large dictionary,"update dictionary `b`, overwriting values where keys are identical, with contents of dictionary `d`",b.update(d),1666,34,1,27,0
13418405,Get name of primary field of Django model,get name of primary field `name` of django model `CustomPK`,CustomPK._meta.pk.name,1744,36,4,27,1
13740672,in pandas how can I groupby weekday() for a datetime column?,create a new column `weekday` in pandas data frame `data` based on the values in column `my_dt`,data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),1773,36,3,27,0
14661051,Convert Python dictionary to JSON array,convert python dictionary `your_data` to json array,"json.dumps(your_data, ensure_ascii=False)",1846,38,1,27,0
17141558,How to sort a dataFrame in python pandas by two or more columns?,sort dataframe `df` based on column 'b' in ascending and column 'c' in descending,"df.sort_values(['b', 'c'], ascending=[True, False], inplace=True)",2039,43,3,27,0
17284947,regex to get all text outside of brackets,Use a regex to get all text in a string `example_str` that is not surrounded by square brackets,"re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)",2049,43,0,27,0
18470323,How to select only specific columns from a DataFrame with MultiIndex columns?,From multiIndexed dataframe `data` select columns `a` and `c` within each higher order column `one` and `two`,"data.loc[:, (list(itertools.product(['one', 'two'], ['a', 'c'])))]",2134,46,3,27,0
18684076,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]",2151,46,2,27,0
20796355,change current working directory in python,change current working directory,os.chdir('.\\chapter3'),2281,49,9,27,1
20796355,change current working directory in python,change current working directory to directory 'chapter3',os.chdir('chapter3'),2282,49,9,27,1
20970279,"how to do a left,right and mid of a string in a pandas dataframe",get the middle two characters of a string 'state' in a pandas dataframe `df`,df['state'].apply(lambda x: x[len(x) / 2 - 1:len(x) / 2 + 1]),2290,50,3,27,0
22397058,Dropping a single (sub-) column from a MultiIndex,drop a single subcolumn 'a' in column 'col1' from a dataframe `df`,"df.drop(('col1', 'a'), axis=1)",2351,51,3,27,0
26441253,how to reverse a priority queue in Python without using classes?,reverse a priority queue `q` in python without using classes,"q.put((-n, n))",2442,53,4,27,1
30651487,Print a variable selected by a random number,get a random item from list `choices`,random_choice = random.choice(choices),2559,56,7,27,1
34587346,Python: Check if a string contains chinese character?,Find all Chinese characters in string `ipath`,"re.findall('[\u4e00-\u9fff]+', ipath)",2671,59,0,27,0
39604780,How can I print the Truth value of a variable?,print the truth value of `a`,print(bool(a)),2769,62,5,27,0
39646401,How to merge the elements in a list sequentially in python,merge the elements in a list `lst` sequentially,"[''.join(seq) for seq in zip(lst, lst[1:])]",2772,62,7,27,1
40535203,How to slice a list of strings with space delimiter?,get a list of last trailing words from another list  of strings`Original_List`,new_list = [x.split()[-1] for x in Original_List],2805,63,7,27,1
