question_id,intent,rewritten_intent,snippet,idx,time_batch
4301069,Any way to properly pretty-print ordered dictionaries in Python?,pretty-print ordered dictionary `o`,pprint(dict(list(o.items()))),914,14
4302027,how to open a url in python,webbrowser open url 'http://example.com',webbrowser.open('http://example.com'),915,14
4302027,how to open a url in python,webbrowser open url `url`,webbrowser.open_new(url),916,14
4302166,Format string dynamically,"format number of spaces between strings `Python`, `:` and `Very Good` to be `20`","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))",917,14
4315506,load csv into 2D matrix with numpy for plotting,convert csv file 'test.csv' into two-dimensional matrix,"numpy.loadtxt(open('test.csv', 'rb'), delimiter=',', skiprows=1)",918,14
4324790,Removing control characters from a string in python,removing control characters from a string `s`,return ''.join(ch for ch in s if unicodedata.category(ch)[0] != 'C'),919,14
4338032,replacing all regex matches in single line,"match string 'this is my string' with regex '\\b(this|string)\\b'
then replace it with regex '<markup>\\1</markup>'","re.sub('\\b(this|string)\\b', '<markup>\\1</markup>', 'this is my string')",920,14
4356842,How do I return a 401 Unauthorized in Django?,return a 401 unauthorized in django,"return HttpResponse('Unauthorized', status=401)",921,14
4357787,python reverse tokens in a string,"Reverse the order of words, delimited by `.`, in string `s`","""""""."""""".join(s.split('.')[::-1])",922,14
4358701,Renaming multiple files in python,remove 20 symbols in front of '.' in string 'unique12345678901234567890.mkv',"re.sub('.{20}(.mkv)', '\\1', 'unique12345678901234567890.mkv')",923,14
4362586,sum a list of numbers in Python,sum a list of numbers `list_of_nums`,sum(list_of_nums),924,14
